,text,category
24162,Heidi N Closet wikiPageWikiLink Rigel Gemini,Drag Queen
24163,Josy Eisenberg label ماردروس,Rabbi
24164,Jonathan Hausman wikiPageWikiLink George Washington University,Rabbi
24165,Barry Freundel type Q215627,Rabbi
24166,Yuhua Hamasaki subject Category:American actors of Chinese descent,Drag Queen
24167,Scarlet Envy wikiPageID 59758947,Drag Queen
24168,"Josy Eisenberg comment Elías Rogent y Amat​ (Barcelona, 6 de julio de 1821 ​ – Barcelona, 21 de febrero de 1897)​ fue un arquitecto español. Estudió en la Escuela de Arquitectura de Madrid y fue director de la Escuela Provincial de Arquitectura de Barcelona desde 1871.",Rabbi
24169,RuPaul wikiPageWikiLink Muppets Now,Drag Queen
24170,Alexis Mateo wikiPageWikiLink Category:RuPaul's Drag Race contestants,Drag Queen
24171,Allen Secher wikiPageWikiLink David Birney,Rabbi
24172,Moses Schorr wikiPageWikiLink Jakub Goldberg,Rabbi
24173,Herbert Tarr wikiPageWikiLink The Song of Solomon,Rabbi
24174,Josy Eisenberg sameAs Q238361,Rabbi
24175,Josy Eisenberg label Elian J. Finbert,Rabbi
24176,Moshe Pesach wikiPageWikiLink Category:Recipients of the Order of George I,Rabbi
24177,"Darienne Lake wikiPageWikiLink Long Island, New York",Drag Queen
24178,David Seth Kirshner type Scholar110557854,Rabbi
24179,Farrah Moan occupation ,Drag Queen
24180,Bianca Del Rio type CausalAgent100007347,Drag Queen
24181,Silky Nutmeg Ganache television RuPaul's Drag Race All Stars,Drag Queen
24182,"Herbert Tarr deathPlace Roslyn Heights, Long Island, New York",Rabbi
24183,Mendel Hess deathDate 1871 08 21,Rabbi
24184,Scarlet Envy wikiPageWikiLink Bachelor of Fine Arts,Drag Queen
24185,Josy Eisenberg sameAs 1244148947898954950004,Rabbi
24186,Moritz Güdemann wikiPageWikiLink Category:1835 births,Rabbi
24187,"Josy Eisenberg comment Naim Stifan Ateek, Arabisch: نعيم عتيق   Na’īm ’Ateeq, (Beisan (tegenwoordig Beet She'an), 1937) is een Palestijns anglicaans geestelijke, theologisch auteur en de oprichter van het in Jeruzalem gevestigde oecumenisch centrum voor bevrijdingstheologie Sabeel (Arabisch voor ""weg"", ""kanaal"" of ""bron""). Ateek is Israëlisch staatsburger en heeft dus een Israëlisch paspoort, dit in tegenstelling tot Palestijnen in Oost Jeruzalem, de Westbank en Gaza.",Rabbi
24188,"Josy Eisenberg comment Claude Perrault (Paris, 25 de setembro de 1613 — Paris, 9 de outubro de 1688) é um médico e arquiteto francês. Claude Perrault é famoso por ter sido o arquiteto da fachada da ala leste do Palácio do Louvre, conhecida como “colunata do Louvre”. Suas posições teóricas na arquitetura o tornaram conhecido em toda a Europa. Ele também é conhecido por seu trabalho em anatomia, física e história natural.",Rabbi
24189,Stephen Samuel Wise wikiPageWikiLink Transleithania,Rabbi
24190,Alexis Michelle wikiPageUsesTemplate Template:Short description,Drag Queen
24191,"Coco Montrese comment Coco Montrese (born July 2, 1974) is the stage name of Lenwood Martin Cooper, an American drag queen, entertainer, and reality television personality. Montrese came into the spotlight after being crowned Miss Gay America 2010 when Alyssa Edwards' title was revoked. She subsequently appeared on RuPaul's Drag Race season 5 as well as RuPaul's Drag Race: All Stars Season 2.",Drag Queen
24192,Jasmine Masters wikiPageWikiLink RuPaul's Drag Race All Stars (season 4),Drag Queen
24193,Aryeh Leib Frumkin subject Category:Businesspeople from London,Rabbi
24194,Josy Eisenberg comment جيل كير كونواي (بالإنجليزية: Jill Ker Conway)‏ هي مؤرخة وكاتِبة وأستاذة جامعية أسترالية وأمريكية، ولدت في 9 أكتوبر 1934 في Hillston ‏ في أستراليا، وتوفيت في 1 يونيو 2018 في بوسطن في الولايات المتحدة.,Rabbi
24195,"Panti comment Rory O'Neill, más conocido por su nombre artístico, Panti o Panti Bliss, es una drag queen y activista a favor de los derechos de gay de Ballinrobe (Condado de Mayo) en Irlanda.​​​ ‹Panti› es un diminutivo para ‹Pandora Panti Bliss›.​",Drag Queen
24196,José Sarria subject Category:American politicians of Colombian descent,Drag Queen
24197,David Weiss Halivni subject Category:20th century American rabbis,Rabbi
24198,Billy More type Musician110339966,Drag Queen
24199,Shmuel Shapiro wikiPageUsesTemplate Template:Nobold,Rabbi
24200,Fred Neulander subject Category:American people convicted of murder,Rabbi
24201,Josy Eisenberg sameAs 35151110737437062721,Rabbi
24202,Josy Eisenberg sameAs 101147118219726341293,Rabbi
24203,Meir Simcha of Dvinsk wikiPageRevisionID 1114253362,Rabbi
24204,"India Ferrah abstract India Ferrah is the stage name of Shane Richardson, an American drag queen and costume designer best known for competing on the third season of RuPaul's Drag Race. Richardson was raised in Roanoke, Virginia, and came out as gay and started performing in drag as India Ferrah during his teens. He later lived in Dayton, Ohio, and performs regularly in Las Vegas. India Ferrah competed on the fifth season of RuPaul's Drag Race All Stars.",Drag Queen
24205,Henry Barnston wikiPageID 70872073,Rabbi
24206,Josy Eisenberg label Jürgen Kraus,Rabbi
24207,José Sarria subject Category:Politicians from San Francisco,Drag Queen
24208,Trixie Mattel wikiPageWikiLink Chicago,Drag Queen
24209,Menahem Shemuel Halevy wikiPageWikiLink Idealism,Rabbi
24210,Marshall Meyer abstract مارشال ماير (بالإنجليزية: Marshall Meyer)‏ هو حاخام أمريكي، ولد في 25 مارس 1930 في بروكلين في الولايات المتحدة، وتوفي في 29 ديسمبر 1993 في نيويورك في الولايات المتحدة بسبب سرطان.,Rabbi
24211,Adore Delano type Q215627,Drag Queen
24212,"José Sarria wikiPageWikiLink To Wong Foo, Thanks for Everything! Julie Newmar",Drag Queen
24213,"Josy Eisenberg comment Agatokles (ur. 360, zm. 289 p.n.e.) – tyran Syrakuz w latach 317 289 p.n.e., król Sycylii od 304 p.n.e.",Rabbi
24214,Divina de Campo wikiPageWikiLink Music download,Drag Queen
24215,Meir Simcha of Dvinsk type YagoLegalActor,Rabbi
24216,Panti wikiPageWikiLink Stephen Fry,Drag Queen
24217,Nehorai Garmon subject Category:18th century poets from the Ottoman Empire,Rabbi
24218,Ellie Diamond wikiPageWikiLink Category:Scottish drag queens,Drag Queen
24219,Josy Eisenberg sameAs 10152329327002672693,Rabbi
24220,Morton Yolkut wikiPageWikiLink Jewish medical ethics,Rabbi
24221,Michael Lerner (rabbi) wikiPageWikiLink Buddhist,Rabbi
24222,Gothy Kendoll type Person,Drag Queen
24223,Josy Eisenberg label Richard Wyler,Rabbi
24224,Akihiro Miwa thumbnail Akihiro Miwa 美輪 明宏.jpg?width=300,Drag Queen
24225,Riccardo Pacifici sameAs ريكاردو باسيفيكى,Rabbi
24226,Fred Neulander wikiPageUsesTemplate Template:More citations needed,Rabbi
24227,The Vivienne wikiPageWikiLink Jaguar Cars,Drag Queen
24228,Henry Barnston type Eukaryote,Rabbi
24229,"Josy Eisenberg comment Musa Ćazim Ćatić (12. března 1878 Odžak, osmanská říše – 6. dubna 1915 Tešanj, Bosna a Hercegovina) byl bosenskohercegovský básník, novinář a překladatel bosňáckého původu. Jméno Musa, česky Mojžíš, autor používal jako umělecký pseudonym.",Rabbi
24230,Reuven Hammer wikiPageWikiLink Siddur Sim Shalom,Rabbi
24231,Alexis Mateo sameAs Q4721490,Drag Queen
24232,Chaim Shaul Abud subject Category:1977 deaths,Rabbi
24233,"Eugen Mittwoch abstract Eugen Mittwoch (4 December 1876 – 8 November 1942) was the founder of Modern Islamic Studies in Germany, and at the same time an eminent Jewish scholar.",Rabbi
24234,Alysa Stanton type Q215627,Rabbi
24235,Shmuley Boteach wikiPageWikiLink HIV AIDS,Rabbi
24236,Shmuel Shapiro name Shmuel Shapiro,Rabbi
24237,Reuven Hammer subject Category:Deaths from brain cancer in Israel,Rabbi
24238,Josy Eisenberg sameAs 311503007,Rabbi
24239,Adin Steinsaltz sameAs 3HgsG,Rabbi
24240,Antonio Pantojas type Entertainer109616922,Drag Queen
24241,Josy Eisenberg sameAs Q102485374,Rabbi
24242,Josy Eisenberg sameAs 76646529,Rabbi
24243,"Josy Eisenberg comment Jean Ingelow (* 17. März 1820 in Boston (Lincolnshire); † 20. Juli 1897 in Brompton, heute Stadt London) war eine englische Dichterin. Jean Ingelow debütierte mit einer Sammlung von Erzählungen, Tales of Orris (1860), und ließ zwei Jahre später den Gedichtband Round of days folgen, der sehr günstige Aufnahme fand und 1884 in 23. Auflage erschien. Später schrieb sie in Vers und Prosa viele Beiträge für Zeitschriften und veröffentlichte selbständig die folgenden Dichtungen: Ferner u. a. die Romane: Ein neuer Band Gedichte erschien 1885, eine Sammlung ihrer Lyrical and other poems 1886.",Rabbi
24244,Thorgy Thor wikiPageWikiLink Vancouver,Drag Queen
24245,Elektra Shock wikiPageWikiLink RuPaul's Drag Race Down Under (season 1),Drag Queen
24246,River Medway (drag queen) type Q5,Drag Queen
24247,Josy Eisenberg sameAs 20153124280524492208,Rabbi
24248,Josy Eisenberg label Víctor Pruneda,Rabbi
24249,Gloria Groove wikiPageWikiLink Brazilian Carnival,Drag Queen
24250,Capers Funnye wikiPageWikiLink Barack Obama,Rabbi
24251,Josy Eisenberg label Хильперик II,Rabbi
24252,BeBe Zahara Benet wikiPageRevisionID 1119467508,Drag Queen
24253,"Josy Eisenberg comment William Ramsay (Glasgow, Regne Unit, 1852   , Regne Unit, 1916) fou un químic i professor universitari escocès guardonat amb el Premi Nobel de Química de 1904.",Rabbi
24254,"Alysa Stanton wikiPageWikiLink Columbine, Colorado",Rabbi
24255,Bob the Drag Queen wikiPageWikiLink Personal pronouns,Drag Queen
24256,Bob the Drag Queen wikiPageWikiLink RuPaul's Drag Race: Untucked,Drag Queen
24257,Honey Davenport wikiPageWikiLink Androgynous,Drag Queen
24258,Bianca Del Rio sameAs 비앙카 델 리오,Drag Queen
24259,Sahara Davenport type WikicatAmericanFemaleImpersonators,Drag Queen
24260,David Feuerwerker wikiPageUsesTemplate Template:Webarchive,Rabbi
24261,Adore Delano subject Category:American drag queens,Drag Queen
24262,Jody Cohen type Q215627,Rabbi
24263,Simon Naschér wikiPageUsesTemplate Template:Cite journal,Rabbi
24264,Acid Betty wikiPageWikiLink Cheerleader,Drag Queen
24265,Trixie Mattel subject Category:Beauty and makeup YouTubers,Drag Queen
24266,A'keria C. Davenport wikiPageWikiLink Black Lives Matter,Drag Queen
24267,"Daniel Farhi birthPlace Paris, France",Rabbi
24268,Sally Priesand type Q215627,Rabbi
24269,Gershom Sizomu wikiPageUsesTemplate Template:Use dmy dates,Rabbi
24270,Josy Eisenberg label Natasha St Pier,Rabbi
24271,Honey Davenport wikiPageWikiLink Category:LGBT DJs,Drag Queen
24272,List of EastEnders characters (1986) first 1986 03 04,Drag Queen
24273,Josy Eisenberg sameAs Q101231217,Rabbi
24274,Baruch Lanner type Whole100003553,Rabbi
24275,Pinchas Mordechai Teitz wikiPageWikiLink England,Rabbi
24276,Elektra Shock wikiPageWikiLink Spankie Jackzon,Drag Queen
24277,"Albert Jean Amateau wikiPageWikiLink Santa Rosa, California",Rabbi
24278,RuPaul type Performer110415638,Drag Queen
24279,RuPaul type FemaleAristocrat110083823,Drag Queen
24280,Josy Eisenberg sameAs 42574815,Rabbi
24281,Nina Bo'nina Brown wikiPageWikiLink United States,Drag Queen
24282,Marcia Prager website ,Rabbi
24283,José Sarria wikiPageWikiLink World's fair,Drag Queen
24284,Abraham Cronbach wikiPageWikiLink American Friends Service Committee,Rabbi
24285,Willow Pill wikiPageUsesTemplate Template:Nom,Drag Queen
24286,Joshua L. Goldberg wikiPageWikiLink Category:Burials at Arlington National Cemetery,Rabbi
24287,List of EastEnders characters (1986) wikiPageWikiLink Butlins Redcoats,Drag Queen
24288,Heidi N Closet wikiPageWikiLink Category:Gay entertainers,Drag Queen
24289,Josy Eisenberg sameAs 110147905007879090381,Rabbi
24290,Carmen Farala television Drag Race España,Drag Queen
24291,Jason Klein wikiPageWikiLink Category:LGBT people from New Jersey,Rabbi
24292,Marcus Solomon type Animal,Rabbi
24293,Yvie Oddly wikiPageWikiLink Jinkx Monsoon,Drag Queen
24294,Joseph Krauskopf wikiPageUsesTemplate Template:Internet Archive author,Rabbi
24295,List of EastEnders characters (1986) wikiPageWikiLink Charlotte Edwards (actress),Drag Queen
24296,Sacha Pecaric wikiPageWikiLink Haggada,Rabbi
24297,"Joseph Wijnkoop comment Joseph David Wijnkoop (Amsterdam, 14 August 1842 – Amsterdam, 1 October 1910) was a Dutch rabbi and scholar in Jewish studies. He was a pupil of Rabbi (1818 1898). Among the Jews of Amsterdam, he was known and respected for his liberal and practical ideas.",Rabbi
24298,Honey Davenport wikiPageWikiLink Category:LGBT singers from the United States,Drag Queen
24299,Farrah Moan wikiPageWikiLink Grace Gaustad,Drag Queen
24300,Billy More type Creator109614315,Drag Queen
24301,Josy Eisenberg label عبد النبي اصطيف,Rabbi
24302,Edward Cowley type CausalAgent100007347,Drag Queen
24303,"Josy Eisenberg comment Корнелиу Порумбою (рум. Corneliu Porumboiu, род. 14 сентября 1975, Васлуй, жудец Васлуй) — румынский кинорежиссёр и сценарист.",Rabbi
24304,Alexis Michelle type Eukaryote,Drag Queen
24305,Alaska Thunderfuck wikiPageWikiLink Why Won't You Date Me%3F,Drag Queen
24306,José Sarria wikiPageWikiLink Panama,Drag Queen
24307,Aaron D. Panken wikiPageWikiLink University of Nanjing,Rabbi
24308,Alexis Mateo wikiPageWikiLink Alyssa Edwards,Drag Queen
24309,RuPaul type Screenwriter110564400,Drag Queen
24310,Joseph Wijnkoop sameAs pSGm,Rabbi
24311,Simon Greenberg wikiPageExternalLink ContentUnit.asp%3FCID=815&u=3463&t=0,Rabbi
24312,Violet Chachki subject Category:Hispanic and Latino American drag queens,Drag Queen
24313,Aryeh Leib Frumkin deathPlace 1916,Rabbi
24314,"Bianca Del Rio wikiPageWikiLink Theatre Royal, Brighton",Drag Queen
24315,Eugen Mittwoch wikiPageWikiLink Category:People from Śrem,Rabbi
24316,Dovid Raskin wikiPageUsesTemplate Template:Reflist,Rabbi
24317,David Feuerwerker wikiPageWikiLink Hazzan,Rabbi
24318,"Jaymes Mansfield birthPlace Milwaukee, Wisconsin, U.S.",Drag Queen
24319,Josy Eisenberg sameAs 205153061253619201556,Rabbi
24320,Josy Eisenberg sameAs 133528324,Rabbi
24321,Denise Eger sameAs دينيسى اجر,Rabbi
24322,Aiden Zhane type Q19088,Drag Queen
24323,Morton Yolkut type Person,Rabbi
24324,"Josy Eisenberg comment Dimitrie Barilă, en religió Dosoftei (Suceava, Romania, 26 d'ocbubre de 1624   , Ucraïna, 13 de desembre de 1693) fou un monjo basilià, bisbe de Moldàvia, erudit i escriptor. És venerat com a sant per l'Església Ortodoxa Romanesa.",Rabbi
24325,Violet Chachki wikiPageWikiLink World of Wonder (company),Drag Queen
24326,Trixie Mattel occupation television personality,Drag Queen
24327,Eugen Mittwoch type Q729,Rabbi
24328,Scarlett Harlett type Eukaryote,Drag Queen
24329,Joseph Telushkin wikiPageWikiLink Allen Estrin,Rabbi
24330,Miss Coco Peru wikiPageWikiLink Category:American male voice actors,Drag Queen
24331,Josy Eisenberg sameAs 135409055,Rabbi
24332,Alyssa Edwards subject Category:RuPaul's Drag Race contestants,Drag Queen
24333,Sabato Morais wikiPageWikiLink Gentiles,Rabbi
24334,Jason Klein birthPlace New York City,Rabbi
24335,Joseph Wijnkoop subject Category:Chief rabbis of cities,Rabbi
24336,Simon Naschér subject Category:Writers from Berlin,Rabbi
24337,Jaymes Mansfield wikiPageWikiLink Peppermint (drag queen),Drag Queen
24338,Trinity the Tuck wikiPageWikiLink AJ and the Queen,Drag Queen
24339,Josy Eisenberg sameAs 43476324,Rabbi
24340,David Feuerwerker sameAs ديفيد الالعاب الناريه,Rabbi
24341,Baruch Chait type Organism100004475,Rabbi
24342,Jessica Kate Meyer wikiPageWikiLink Category:American rabbis,Rabbi
24343,Vanessa Vanjie Mateo wikiPageWikiLink Pokémon (anime),Drag Queen
24344,Jaymes Mansfield sameAs 9Hmci,Drag Queen
24345,Tia Kofi label Tia Kofi,Drag Queen
24346,Sahara Davenport type WikicatActorsFromTexas,Drag Queen
24347,BenDeLaCreme depiction BenDeLaCreme All Stars 1.jpg,Drag Queen
24348,Courtney Act occupation Drag queen,Drag Queen
24349,Bunny Breckinridge type WikicatAlumniOfTheUniversityOfOxford,Drag Queen
24350,Edward Cowley subject Category:New Zealand people of Samoan descent,Drag Queen
24351,Stephen Samuel Wise wikiPageWikiLink Social Gospel,Rabbi
24352,Josy Eisenberg label Rudolf Herzog,Rabbi
24353,Chaim Potok type Eukaryote,Rabbi
24354,Josy Eisenberg sameAs 113967861,Rabbi
24355,"Envy Peru abstract Boris Itzkovich Escobar (born 22 April 1989), known by the stage name Envy Peru, is a Peruvian drag queen, actor, model and makeup artist settled in the Netherlands, most notable for being the winner of the first season of Drag Race Holland. He is also known as one of the top three drag presenters in the Netherlands for the BNNVARA television show De diva in mij.",Drag Queen
24356,"Josy Eisenberg comment Ο Ερρίκος Ιούλιος (Heinrich Julius, 15 Οκτωβρίου 1564   30 Ιουλίου 1613) από τον Οίκο των Γουέλφων ήταν πρίγκιπας του Βολφενμπύτελ (1589 1613), μέρους του δουκάτου του Μπράουνσβαϊγκ Λύνεμπουργκ. Ήταν ένα λαμπρό πνεύμα και ασχολήθηκε με τη Θεολογία, τη Νομική, το Θέατρο, τη Μηχανική και την Αρχιτεκτονική. Ήταν ο πρώτος πρύτανης του Προτεσταντικού Πανεπιστημίου του Χέλμστετ και επικεφαλής των Συμβούλων του Ροδόλφου Β' βασιλιά της Γερμανίας.",Rabbi
24357,Pabllo Vittar wikiPageWikiLink Cumbia,Drag Queen
24358,Gershom Sizomu type Whole100003553,Rabbi
24359,David Feuerwerker wikiPageWikiLink René Lévesque,Rabbi
